Word,Count
.Finished,2
Hogs,36
pubs,3
.Mighta,1
dealer,1
mightn,1
hood,29
?Mighta,1
.so,31
.an,14
buyin,1
.yeah,25
dyeh,6
?So,36
Fluffys,1
horrified,43
shouldnta,3
.Forget,8
wherere,1
fishy,8
urgent,23
demands,1
caution,15
winds,9
Whatever,4
tumbled,3
Sn,2
suspicion,16
assured,26
enjoy,27
sunshine,12
.Hanging,1
wanderings,4
personally,21
‘Oh,3
fourteen,14
separating,1
stormed,20
.Enough,7
!If,40
At,12
!SO,1
!Havent,3
!Losing,1
?Dyou,10
!Voldemort,7
?Id,10
.Flitwick,2
percent,6
pocketed,10
Trevor,16
bid,5
freedom,16
hurriedly,27
waste,33
steeling,4
exasperation,12
.Petrificus,6
Totalusl,9
rigid,22
.Whatve,8
BodyBind,8
motionless,35
omen,8
skulking,12
loosening,5
carpet,33
ghoulie,1
ghostie,1
wee,4
beastie,1
acreeping,1
unseen,8
bloodiness,1
greasily,1
forgive,30
Peevsie,2
scooted,2
!whispered,23
.Seeing,7
impress,8
creaked,26
.Looks,14
harp,4
droop,4
ceased,7
tottered,5
paws,12
smelly,9
approached,105
gritted,21
ring,66
fingertips,8
?Right,9
.Cold,3
FLUMP,1
thump,7
landing,80
sprawled,16
?were,1
bark,12
.Lucky,12
struggle,29
twist,11
tendrils,1
creepers,1
tighter,9
Devils,11
Snare,13
curling,16
.Devils,2
?it,2
likes,39
wringing,9
.HAVE,1
GONE,3
MAD,2
.ARE,2
WITCH,1
bluebell,2
cringed,1
.Wriggling,2
flailing,11
unraveled,5
bodies,45
crisis,2
‘theres,2
gentle,21
drip,5
trickling,14
fullygrown,2
clinking,12
.sounds,2
brilliantly,10
arching,1
jewel,4
tumbling,6
.Probably,18
vicious,19
beaks,2
untouched,8
tugged,23
Charm,124
decoration,4
soaring,45
Winged,1
squinted,30
flock,7
!Broomsticks,1
oldfashioned,13
midst,30
darted,33
knack,9
spotting,15
weaving,9
rainbow,3
damaged,10
NOW,9
rocketed,2
rammed,6
.Ready,21
chessboard,3
.Facing,1
knights,4
helmeted,1
Now,21
offended,14
bishop,4
squares,11
.White,5
plays,2
.look,4
pawn,3
diagonally,1
queen,6
smashed,62
.Leaves,1
mercy,16
limp,27
.Twice,15
.NO,13
sacrifices,2
checkmate,2
king,4
Do,17
Look,18
alternative,13
pounced,3
.Shaking,6
spaces,3
crown,8
charged,19
?Hell,1
convince,18
Sprouts,9
transfigured,5
.Eyes,6
watering,14
larger,48
tackled,1
differently,10
threshold,33
instant,36
onward,16
Danger,1
safety,39
Another,7
transport,11
nettle,2
killers,2
.Choose,2
forevermore,3
slyly,7
poison,34
wines,1
Second,4
Third,10
Neither,6
dwarf,7
holds,6
Fourth,2
Are,17
logic,3
puzzle,1
swallow,10
.Grab,2
flyingkey,1
Whos,38
.Hermiones,31
.Books,4
cleverness,2
friendship,22
bravery,12
carefull,1
?Positive,3
wears,8
GO,10
flooding,22
braced,8
MAN,2
WITH,6
TWO,2
FACES,1
?Quirrell,1
treble,1
type,11
overgrown,19
suspect,14
pppoor,1
st,1
PProfessor,1
.tried,2
unpopular,4
.Ropes,1
nosy,6
.Scurrying,2
?Certainly,13
?Unfortunately,2
.Trust,8
concentrating,28
idly,10
.Tried,1
frighten,12
presenting,2
master,114
binding,16
loathed,16
spasm,4
masters,32
instructions,61
traveled,32
.Lord,21
.Since,11
served,18
faithfully,2
mistakes,14
displeased,5
.decided,1
trailed,10
.is,11
self,23
?Help,3
Master,55
breathed,45
scaredlooking,4
.Somehow,8
incredibly,12
.Dare,1
!Quirrell,2
.facetoface,1
.Master,44
.for,19
rooting,1
muscle,12
.Petrified,2
slits,20
.Mere,1
vapor,13
anothers,7
willing,16
strengthened,2
faithful,30
create,8
.why,13
surged,6
.or,38
begging,8
.LIAR,2
value,12
courageous,2
.she,28
vain,10
.NEVER,1
flame,35
SEIZE,1
needlesharp,1
seared,16
lessened,2
blistering,3
.Seize,1
!SEIZE,1
lunged,20
agony,25
cannot,111
pinning,5
palms,3
raw,17
!screeched,2
perform,36
deadly,23
instinct,7
aaRGH,3
yells,26
KILL,6
!KILL,2
grasp,19
blackness,19
.down,3
swam,27
!Sir,1
Calm,2
linen,4
.Tokens,1
admirers,8
naturally,18
Misters,1
responsible,16
hygienic,1
confiscated,12
Ronald,18
distracted,28
prevent,38
.Destroyed,1
blankly,48
stored,5
affairs,2
organized,7
beings,4
precisely,26
Call,2
increases,1
.not,27
truly,39
enemies,13
.Nevertheless,26
delayed,7
merely,143
.things,4
therefore,66
treated,21
beg,28
?Dumbledore,50
.Alas,4
.put,3
.when,11
?Your,15
love,110
.to,30
loved,40
hatred,23
marked,29
bird,45
sheet,18
?Ah,22
twinkled,6
.Useful,2
.your,7
mainly,18
.Fire,3
detest,3
unlike,24
dreamily,14
debt,4
hating,3
otherwise,37
!Bertie,1
unfortunate,15
youth,14
vomitflavored,1
toffee,13
goldenbrown,1
Alas,2
!Ear,1
!Madam,3
nurse,8
pleaded,4
.Absolutely,10
resting,17
.Harryl,2
fling,4
occasions,16
audience,5
.Flamels,1
?,29
‘to,1
wellorganized,1
rocker,4
‘Harrys,1
?and,10
.Sending,3
stopping,45
accident,34
ofyear,1
steamrollered,2
foodll,1
bustled,20
fifteen,37
After,5
sniffily,3
risky,8
indoors,3
!Yeh,1
!Ill,15
chucked,13
grief,25
remorse,16
leaking,12
!sobbed,10
!VOLDEMORT,1
That,25
sandwich,6
chuckle,7
fix,20
shoulda,2
y,2
leathercovered,1
.Smiling,7
.Sent,3
.knew,3
.dyeh,1
endofyear,3
Pomfreys,8
fussing,7
insisting,9
checkup,1
decked,1
serpent,27
hush,5
.Fortunately,5
!Dumbledore,25
waffle,3
!Hopefully,1
fuller,3
awarding,1
thus,8
fiftytwo,3
twentysix,2
stamping,17
account,27
lastminute,10
dish,12
radish,5
sunburn,1
bestplayed,1
award,14
!My,17
!Got,1
!At,4
.Second,7
.Gryffindors,4
.Third,4
din,12
seventytwo,1
gradually,9
kinds,9
takes,30
explosion,17
nudged,22
downfall,9
jot,1
grades,13
scraped,9
abysmal,5
wardrobes,2
boarding,3
greener,2
tidier,2
towns,4
wizened,10
gate,31
twos,4
threes,5
alarming,13
gateway,5
Bye,1
!See,7
!Still,4
squealed,15
.Busy,2
purplefaced,4
mustached,3
manner,19
holiday,33
spreading,22
WORST,2
BIRTHDAY,1
.Shes,91
?snarled,5
belch,3
.Nonsense,3
heartily,20
drooped,7
.Pass,4
sentence,36
throbbing,20
temples,1
HAVE,13
TOLD,3
spraying,10
spit,9
ABOUT,10
SAYING,1
‘M,1
WORD,1
OUR,6
HOUSE,10
HOW,2
DARE,5
THREATEN,1
DUDLEY,2
WARNED,1
WILL,11
TOLERATE,2
MENTION,1
ABNORMALITY,1
UNDER,1
ROOF,1
winded,5
rhinoceros,2
bomb,8
fresh,70
unhappy,14
constant,16
stomachache,2
banquets,1
cabin,105
Forbidden,44
spellbooks,21
topoftheline,1
practiced,13
padlocked,3
messages,12
neckless,1
horsefaced,2
bony,14
porky,4
lightningshaped,7
survived,29
escaped,74
understanding,26
meaning,36
believing,17
twelfth,6
hopes,11
career,25
builder,2
schedule,29
position,83
.Petunia,12
lounge,4
graciously,3
?Ill,21
simpering,5
.May,21
Mason,10
?Theyll,8
rapturously,1
.Excellent,45
tonelessly,3
pour,6
eightfifteen,1
announce,5
May,7
offering,22
gentleman,4
!sniffed,1
viciously,9
.Precisely,11
aim,25
compliments,3
?Vernon,3
golfer,2
.Perfect,5
‘We,3
essay,62
forcefully,22
Masons,5
dinners,3
sealed,20
aunts,2
cleaning,23
bench,40
sang,9
.happy,1
exist,27
hedge,34
.Countless,1
unlocking,3
Hedwigs,44
.Underage,1
dung,15
locking,3
enjoyed,23
appeal,11
?From,5
archenemy,1
ruin,7
former,9
terrifying,9
regain,11
clutches,5
absentmindedly,18
jeering,16
.Todays,4
?Havent,3
?Better,6
hitched,8
.Whyre,1
suspiciously,38
mmagic,1
chuck,10
Jiggery,1
pokeryV,1
.Hocus,1
pocus,1
squiggly,3
wiggly,1
MUUUUUUM,1
!howled,5
.MUUUUM,1
duck,15
aimed,16
soapy,1
lolled,2
cleaned,11
washed,14
mowed,1
trimmed,3
flowerbeds,2
pruned,2
roses,5
repainted,1
blazed,9
risen,30
bait,4
savagely,16
manure,4
flower,15
aching,22
gladly,6
fridge,8
tonights,2
mound,14
sugared,2
violets,2
loin,1
oven,7
.Eat,9
slices,1
cheese,6
salmonpink,1
cocktail,3
pitiful,8
supper,5
.Upstairs,3
!Hurry,2
ties,8
collapse,11
.DOBBYS,2
WARNING,1
pillowcase,11
rips,3
legholes,1
hello,32
highpitched,30
Dobby,288
.Such,7
.Ththank,1
?Dobby,17
.Dobby,107
houseelf,88
Petunias,19
false,26
elf,165
particular,36
earnestly,22
wonders,6
.Ssit,1
falter,3
offend,6
Offend,1
!choked,5
equal,20
Shh,11
hiccoughing,2
doll,3
adoration,2
Bad,3
!Bad,2
springing,6
punish,21
crosseyed,5
serves,1
serve,15
grievously,2
doubts,9
?Escape,1
dies,5
?Almost,2
dissolved,21
wails,4
gratitude,15
asks,11
load,22
humble,1
modest,10
reverently,1
orblike,4
aglow,1
speaks,7
HeWhoMustNotBe,8
Named,8
Ah,18
!Speak,1
.Thinking,6
headlights,8
hoarsely,31
.that,34
Dobbys,33
dabbing,13
valiant,4
bold,3
braved,2
chink,9
knives,17
forks,6
rumble,13
.Wwhat,6
flapped,16
mortal,18
plot,8
peril,8
grabbing,22
elfs,17
nod,25
hastily,118
tilted,8
worryingly,1
HeWhoMustNotBeNamed,18
rival,5
WhoMustNotBeNamed,4
height,35
.powers,1
thudding,2
!Quick,2
!In,11
closet,9
devil,3
Japanese,1
stomped,7
flatfooted,3
.Friends,4
Have,6
nimbly,1
wad,5
envelopes,10
scribble,6
!Say,1
!Then,10
.Mouth,2
lurching,5
catlike,3
.tell,8
American,2
plumbers,1
masterpiece,2
.theyll,2
.please,17
tragic,11
heartstopping,2
.Cream,1
shattered,29
whip,11
gloss,2
disturbed,27
upsets,1
shooed,2
flay,2
mop,10
dug,21
freezer,2
scrubbing,3
mints,1
banshee,7
lunatics,1
mortally,2
sizes,4
support,53
demonic,1
glint,13
.Read,6
evilly,3
brandishing,30
contain,10
greetings,5
intelligence,7
Hover,6
residence,5
underage,27
permitted,25
spellwork,4
expulsion,10
Decree,26
Reasonable,7
Restriction,11
Underage,10
Sorcery,9
1875,2
Paragraph,1
C,5
activity,11
members,71
non,2
community,30
offense,12
13,2
Confederation,14
Statute,13
Secrecy,22
.Enjoy,3
!Yours,1
Mafalda,14
Hopkirk,5
IMPROPER,3
USE,4
OFFICE,4
gleam,11
.Forgot,1
.Slipped,1
daresay,31
bulldog,3
bared,14
expel,12
maniac,8
catflap,3
amounts,11
.Otherwise,8
relenting,2
situation,38
magicking,1
alltime,3
fruit,8
happenings,1
starve,2
canned,1
soup,23
drank,39
soggy,5
vegetables,4
tray,38
hungrier,2
.Supposing,1
?Would,19
.Exhausted,2
unanswerable,1
UNDERAGE,1
WIZARD,2
attached,19
goggled,8
starving,18
pounded,16
.Leave,20
.cut,1
.Moonlight,2
goggling,15
frecklefaced,1
longnosed,2
BURROW,3
impact,5
turquoise,10
.Grinning,5
elder,12
official,21
borrowing,3
Dads,11
enchant,3
Ministryll,2
Stop,5
gibbering,2
.Tie,1
revved,2
.Panting,8
reversed,5
?Locked,1
passenger,4
hairpin,5
skills,7
.Watch,10
stair,13
creaks,1
.Inch,1
.THAT,1
RUDDY,2
OWL,2
drawers,19
framed,11
bellow,3
ankle,20
!HES,3
GETTING,1
AWAY,2
tug,10
whipping,13
rooftops,2
dumbstruck,6
joyfully,5
glide,6
fiasco,7
.Definitely,9
dodgy,7
houseelves,55
permission,46
.Someones,13
grudge,5
Lucius,113
?Must,2
supporter,8
inner,16
circle,57
thoughtful,10
sensitive,4
owns,3
Mums,8
ironing,1
lousy,13
ghoul,11
attic,15
gnomes,17
.Houseelves,6
manors,1
castles,9
.Judging,7
strutting,4
manor,8
Errols,5
Errol,15
?Our,3
delivery,7
Hermes,5
Mum,77
.Percys,10
polish,7
west,4
compass,4
dashboard,5
twiddled,5
.Hopefully,2
department,20
Misuse,7
Artifacts,7
Office,27
antiques,1
overtime,2
squirted,3
tongs,2
warlock,7
Perkins,7
Memory,12
sheds,2
raided,5
arrest,15
drives,2
windshield,8
pinkish,2
glow,37
horizon,12
east,6
clumps,2
.Ottery,1
.Catchpole,6
.Lower,5
.Touchdown,1
bump,7
tumbledown,1
pigpen,1
chimneys,3
jumble,8
rusty,14
chickens,13
pecking,3
bounding,7
‘Mum,1
greenish,19
marching,20
faced,37
remarkable,7
sabertoothed,1
tiger,2
hips,4
apron,10
jaunty,2
cowered,3
.Beds,1
Car,1
?never,2
Perfect,4
.YOU,13
COULD,2
TAKING,1
LEAF,1
PERCYS,1
BOOK,1
Freds,28
havedied,1
encouragingly,12
cramped,12
scrubbed,6
Own,1
Cheese,1
Enchantment,1
Baking,1
Minute,1
Feasts,1
Magid,1
deceiving,2
radio,9
Witching,1
Hour,1
sorceress,1
Celestina,8
Warbeck,4
cooking,18
haphazardly,4
tipping,8
.Arthur,23
adding,27
!Mrs,20
softened,3
buttering,4
nightdress,6
.Ginny,97
undertone,20
autograph,10
surprisingly,10
knife,61
gnome,17
wretched,8
degnoming,1
Lockharts,42
.Mum,28
degnome,1
fancy,25
Gilderoy,32
Household,2
Pests,2
photograph,52
wavy,5
Lockhart,171
winking,20
cheekily,1
marvelous,4
household,3
pests,1
fancies,6
audible,14
woe,1
betide,1
inspect,7
.Yawning,1
grumbling,7
plenty,51
gnarled,19
pond,4
.Muggles,12
peony,2
Santa,2
Clauses,1
fishing,4
rods,4
scuffling,7
.Gerroff,1
!Gerroff,1
!squealed,22
Claus,1
leathery,7
knobby,1
Gerroff,2
swing,16
lasso,3
dizzy,7
gnomeholes,1
.Pitiful,1
sensing,2
weakness,13
razorsharp,6
Wow,2
degnomings,1
straggling,3
.Dads,4
childrens,9
travelworn,1
groping,12
raids,3
Mundungus,111
Fletcher,16
hex,26
.Find,5
biting,20
.Mortlake,1
questioning,18
ferrets,3
Committee,22
Experimental,4
Mugglebaiting,1
.Sell,1
convict,4
admit,52
lengths,9
enchanting,2
LIKE,8
CARS,1
INSTANCE,1
?Mrs,13
guiltily,6
.Ccars,1
Molly,54
Arthur,108
.Imagine,13
um,7
loophole,4
intending,13
tinkering,2
lord,9
?Very,15
nighti,1
faltered,8
bullfrog,7
uneven,8
weird,41
shy,4
shuts,1
flights,5
plaque,7
RONALDS,1
ROOM,2
furnace,2
wallpaper,3
energetically,4
Chudley,10
Cannons,11
emblazoned,11
Cs,1
.Ninth,1
untidily,3
comics,1
feature,7
Adventures,1
Martin,1
Miggs,1
Mad,8
fish,14
Self,3
Shuffling,1
pipes,8
groaning,6
.AT,1
FLOURISH,1
BLOTTS,1
Burrow,60
Tuck,1
shirt,9
yV,1
explosions,5
considered,57
clanking,18
fussed,5
helpings,7
bombard,1
plugs,6
postal,2
.Fascinating,3
.Ingenious,2
clatter,25
prone,5
retrieve,25
.Pretending,3
.Letters,2
twove,1
ambled,4
.SECONDYEAR,1
REQUIRE,1
Break,3
Banshee,4
Gadding,4
Ghouls,4
Holidays,2
Hags,2
Travels,4
Trolls,4
Voyages,5
Vampires,6
Wanderings,2
Werewolves,3
Year,4
Yeti,2
busied,4
.Lockharts,4
expensive,8
Ginnys,47
secondhand,9
blushing,15
vest,3
.Lovely,9
remaining,48
molting,1
.Errol,5
extracting,7
rescue,16
perch,16
draining,14
Pathetic,1
‘Dear,2
‘I,15
‘Im,2
schoolwork,3
‘and,2
‘Let,1
fits,11
nicely,7
planning,57
hill,18
paddock,16
flown,25
apples,1
Shooting,3
Star,3
outstripped,3
butterflies,3
mealtimes,6
O,80
.W,126
.L,76
.s,52
gloated,2
.Ordinary,1
Levels,4
puzzled,32
Egypt,11
.Stored,1
connected,32
flowerpot,4
guests,20
!After,2
Floo,27
powder,33
Really,3
escapators,1
.Floo,3
Hell,4
pinch,9
dipped,11
fuss,12
reassured,9
Well,77
elbows,9
soot,9
fidget,1
scattered,27
ash,11
.DDiagon,1
blurred,29
fireplaces,14
glimpses,6
churning,5
.Dizzy,1
bruised,10
dimly,30
withered,9
bloodstained,10
.Evillooking,1
masks,8
assortment,11
bones,37
spiked,9
.Nose,2
stinging,8
hearth,11
cabinet,46
peer,15
.Seconds,18
Dracos,16
items,10
display,16
Touch,2
sulky,12
badtempered,7
.Special,2
.famous,1
skulls,6
.everyone,3
smart,13
quelling,1
prudent,7
regard,8
ah,14
Borgin,69
smoothing,8
pleasure,51
oily,6
charmed,6
assistance,12
priced,1
.Selling,1
conducting,1
unraveling,2
embarrass,2
pincenez,2
presume,4
commands,2
grows,2
meddlesome,2
Protection,4
Act,3
flea,1
Muggleloving,2
surge,16
?interrupted,3
Hand,6
Glory,3
abandoning,9
scurrying,16
.Insert,1
candle,18
holder,4
plunderers,1
!Your,11
thief,24
plunderer,1
Though,5
retorted,12
favorites,12
.Ha,12
abashed,7
flaring,5
elsewhere,6
haggle,1
sale,8
coil,4
hangmans,1
necklace,37
opals,4
Caution,1
.Cursed,2
Has,4
Claimed,1
Lives,1
Nineteen,1
Owners,1
Date,1
Done,1
Mister,1
.Muttering,4
.Clutching,2
dingy,10
alleyway,26
entirely,55
devoted,24
Burkes,22
shrunken,10
shab,1
bylooking,1
Knockturn,10
ashes,8
aged,11
fingernails,11
leered,8
HARRY,18
cascaded,3
beetleblack,7
bristling,5
snowwhite,1
Bank,5
barrel,10
apothecary,2
.Skulkin,1
ducking,4
brush,9
FleshEatin,1
Slug,5
Repellent,2
ruinin,1
jogged,7
stride,11
.Lousy,2
Idve,8
!Over,3
?Hello,1
Sprinting,1
mopped,7
.Mollys,2
.Knockturn,1
handbag,22
swinging,40
Gasping,1
wrung,3
.Guess,4
satisfaction,31
chew,7
indignantly,46
Mugglesl,1
delightedly,11
!Whats,19
.Molly,20
tenpound,1
minature,1
breakneck,3
dreadful,47
Knock,1
contents,56
handfuls,5
vaguely,53
needing,10
schoolbooks,4
retreating,13
strolled,20
jangling,6
clamoring,5
strawberryandpeanutbutter,1
slurped,1
alley,12
Cannon,3
Quality,5
Supplies,5
Gambol,1
Japes,1
Joke,6
Shop,9
stocking,4
Dr,3
.Filibusters,1
Fabulous,2
Wet,2
Start,1
NoHeat,2
Fireworks,3
junk,13
stains,6
immersed,12
Prefects,1
Gained,1
Power,1
careers,7
ambitious,7
bookshop,4
jostling,8
proclaimed,4
GILDEROY,2
LOCKHART,2
signing,6
copies,18
autobiography,3
MAGICAL,3
1230,1
p,4
.m,5
430,1
booklist,6
harassedlooking,5
Calmly,1
ladies,9
.mind,2
breathless,17
.Gilderoy,9
seated,21
dazzlingly,3
menot,1
matched,7
angle,17
irritablelooking,1
emitted,8
puffs,7
Big,7
photographer,7
.Together,17
sidle,2
.Ladies,8
gentlemen,12
announcement,7
!When,12
charge,33
applauded,9
Me,5
schoolmates,2
pride,24
announcing,8
presented,8
entire,32
.Staggering,3
limelight,2
recognizing,6
girlfriend,18
.drawled,1
sole,8
shoe,4
.Lucius,17
paying,26
extracted,13
glossy,9
disgrace,4
darker,20
disgraces,1
apprehensively,16
bookshelf,3
.Dozens,1
thundering,24
Get,13
!from,2
!the,9
stampeded,3
Gentlemen,1
gents,1
wading,1
Encyclopedia,1
Toadstools,1
thrust,35
malice,6
Pulling,2
shouldve,22
.Rotten,1
listenin,1
example,11
.brawling,1
publicity,7
subdued,10
fireside,8
traveling,55
travel,12
.5,5
WHOMPING,1
WILLOW,1
sumptuous,3
included,15
mouthwatering,1
Filibuster,5
mug,18
spare,36
colliding,2
halfdressed,1
Ford,5
Anglia,5
reckoned,3
features,22
magically,23
expanded,9
comfortably,13
resembled,24
park,9
roomy,4
trundled,4
skidded,23
diary,105
tempers,3
button,18
Booster,2
installed,2
thatd,7
wiser,5
trolleys,6
previous,70
wedged,3
confident,23
handles,6
purposefully,5
blazes,2
dyou,161
?Lost,2
causing,53
cruelty,6
gateways,1
pit,21
cautiously,31
remained,137
?Have,17
hollow,35
tensely,12
.Whatre,20
continuing,37
screeches,8
attracting,10
atten,1
emergency,5
nineteen,7
Thingy,2
Apparate,41
reappear,12
exit,13
cavernous,7
series,25
taps,12
.Check,4
ignition,1
Traffic,1
eyeballs,4
smoky,9
popping,28
reappeared,31
.Uhoh,5
jabbing,7
faulty,3
Both,4
pummeled,2
accelerator,3
woolly,12
foggy,5
mass,55
pressing,39
.Dip,1
streaking,14
.Due,2
north,19
blaze,9
wheels,9
skimmed,6
airplanes,5
swirls,1
toffees,8
glove,6
prospect,34
regular,29
checks,2
dip,3
.London,1
purplish,3
moors,2
multicolored,6
ants,2
villages,4
toy,9
churches,1
uneventful,2
thirsty,4
Tshirt,10
juice,45
?croaked,8
staining,3
snowcapped,2
canopy,14
whine,2
glances,12
whining,5
.Stars,2
wipers,1
feebly,26
protest,16
squint,3
landmark,1
.Straight,5
!Silhouetted,1
shudder,28
cajolingly,1
.Narrow,3
jets,15
issuing,20
gripping,29
wobble,4
.Glancing,3
glassy,8
surface,103
mile,9
wobbled,7
clunk,15
splutter,4
.IVoooooo,1
arc,5
vegetable,13
altitude,1
STOP,6
!STOP,2
whacking,5
plummeting,4
WATCH,1
lunging,5
CRUNCH,1
.Steam,4
golfballsized,1
despairing,1
shaky,12
tip,80
limply,7
splinters,2
mend,18
equally,9
python,2
attacking,30
boughs,2
pummeling,4
.aargh,3
limb,7
dent,2
hail,2
blows,3
knucklelike,1
battering,2
ram,2
caving,1
Run,2
uppercut,1
restarted,1
.Reverse,1
creaking,20
lashing,4
tether,1
clunks,3
.Loud,4
thuds,6
ejecting,2
dented,4
scratched,20
steaming,11
.Dadll,1
snort,15
exhaust,6
hits,2
threateningly,13
wearily,27
pictured,6
.Stiff,1
crossing,16
.Innumerable,2
hovering,22
sparkle,1
.Overhead,2
mirrored,5
sparkled,9
.Through,13
filing,14
vivid,16
bespectacled,5
placing,19
newcomers,4
houses,27
decision,40
.Last,17
mousyhaired,4
aquamarine,1
.Cruel,1
sarcastic,2
enthusiastically,33
arrive,22
rippling,20
shoulderlength,3
echoing,67
sidekick,2
Silence,1
impression,81
unrolled,12
todays,7
issue,11
Evening,3
headline,19
FLYING,1
FORD,1
ANGLIA,1
MYSTIFIES,1
MUGGLES,2
Post,1
.at,10
noon,3
Norfolk,2
Hetty,1
Bayliss,1
washing,12
Angus,1
Fleet,1
Peebles,1
police,17
.Six,10
.his,10
walloped,2
considerable,17
Whomping,25
Willow,32
.Silence,18
unfortunately,24
fairer,2
accompanied,41
ominously,15
launched,21
numb,28
grave,59
beaten,19
hopeless,8
expelling,3
seriousness,3
flouted,1
caused,64
acts,5
nature,21
responsibility,16
custard,7
sample,5
venom,16
eyeing,29
wrathful,1
bleeding,47
lightened,5
considerably,11
jug,22
iced,8
ham,4
shrugged,52
sagely,3
.Doesnt,14
refilling,4
treading,6
oil,10
severe,16
.Skip,1
‘wattlebird,1
Her,11
circular,46
.Arms,1
scramble,6
.Inspired,2
!Flying,1
peoplell,1
Good,23
marathon,1
embarrassedly,1
.Night,9
slapped,10
gained,15
SECOND,3
fourposters,2
ve,15
.Unbelievablel,1
.Cool,10
.Amazing,3
awestruck,11
.6,1
downhill,3
kippers,2
enchanted,43
stiffness,2
Morning,3
accidentprone,1
.Mails,1
Grans,2
rushing,26
bedraggled,3
unconscious,47
Howler,17
timid,3
.Open,9
eased,4
slit,15
.STEALING,1
CAR,1
WOULDNT,1
BEEN,12
SURPRISED,1
IF,7
THEYD,1
EXPELLED,1
WAIT,3
TILL,1
HOLD,2
SUPPOSE,2
STOPPED,1
THINK,5
FATHER,2
WENT,1
THROUGH,1
WHEN,1
WE,8
SAW,3
IT,25
WAS,10
spoons,1
deafeningly,1
swiveling,7
crimson,15
.LETTER,1
LAST,5
NIGHT,2
THOUGHT,1
WOULD,2
DIE,2
SHAME,1
DIDNT,2
BRING,2
UP,13
BEHAVE,1
BOTH,2
DIED,5
crop,2
eardrums,7
throb,6
.ABSOLUTELY,1
DISGUSTED,1
FATHERS,2
FACING,1
AN,4
INQUIRY,2
WORK,3
ENTIRELY,1
FAULT,1
PUT,2
ANOTHER,1
TOE,1
LINE,1
WELL,2
STRAIGHT,1
BACK,8
HOME,2
tidal,3
guilt,21
inquiry,9
neared,5
twinge,10
slings,1
flyaway,4
immaculate,1
positioned,9
trimming,1
assembled,12
doctor,1
exotic,1
travels,3
?Greenhouse,1
chaps,2
housed,3
whiff,6
fertilizer,3
mingling,3
perfume,6
umbrellasized,1
flowers,23
?Judging,1
.Completely,8
nonplussed,7
.Stood,1
.Gave,4
bug,1
.Natural,3
?Plenty,3
‘Its,3
internationally,1
Witch,15
Weeklys,3
MostCharmingSmile,2
Award,5
hearty,12
wink,10
trestle,6
repotting,3
Mandrakes,12
properties,9
Mandrake,8
nobodys,9
.Mandrake,1
Mandragora,1
restorative,1
textbook,9
original,19
forms,11
essential,16
antidotes,13
?Hermiones,4
fatal,7
hears,9
trays,5
tufty,2
unremarkable,2
seize,29
remove,29
mottled,2
lungs,21
pot,27
compost,5
tufted,2
dusted,1
thumbsup,6
seedlings,2
cries,22
begonia,1
securely,8
pots,17
sacks,8
Venomous,3
Tentacula,5
teething,1
slap,4
spiky,6
feelers,3
inching,1
sneakily,2
curlyhaired,6
.Justin,7
FinchFletchley,10
.Wasnt,5
.Awfully,2
chap,6
booth,4
zap,1
Eton,2
fully,55
squirmed,6
gnashed,1
squash,5
traipsed,6
avoiding,33
Spellotape,5
crackling,17
sparking,1
transfigure,1
rotten,8
.Unable,2
sponge,4
filed,18
Write,2
volley,2
improved,13
buttons,9
T,13
ransfiguration,1
.Defense,6
outlined,3
overcast,3
aware,79
Colin,61
Creevey,40
tentative,3
.Everyones,8
raked,5
hairline,1
develop,5
film,8
picturesll,1
.Colin,6
shuddering,16
amazing,21
till,49
itd,16
imploringly,9
?Signed,1
?Loud,1
scathing,6
thuggish,3
cronies,9
clenching,4
piped,9
.Jealous,4
Half,6
sniggering,13
menacing,12
mommyll,1
.Weasley,18
photo,6
smirked,19
Spellotaped,2
?Gilderoy,1
swirling,36
jovially,4
Shouldnt,1
!Pinned,1
humiliation,7
slide,27
fumbled,19
signaling,3
Vanishing,16
Spell,37
paternally,1
photographing,1
.Deaf,1
stammers,1
tad,2
bigheaded,1
frank,3
chortle,1
yanked,6
piling,6
phrase,9
Honorary,2
Member,2
League,6
fivetime,2
winner,6
Most,5
Charming,4
Smile,1
Bandon,2
When,16
?2,1
?3,1
achievement,7
54,1
ideal,14
?Half,2
rifled,3
lilac,8
chapter,23
harmony,3
Ogdens,8
Old,2
Firewhisky,1
roguish,2
disbelief,29
rapt,7
market,6
range,15
haircare,1
!beamed,4
!Take,4
foulest,3
wizardkind,1
fears,17
harm,22
befall,1
whilst,2
remain,75
.Lockhart,27
.Dean,20
provoke,5
.Freshly,1
Cornish,2
pixies,11
waggling,4
annoyingly,4
.Devilish,1
blighters,2
electric,14
budgies,1
jabbering,5
rocketing,3
bizarre,19
pandemonium,2
rockets,4
showering,6
proceeded,34
wreck,11
effectively,5
rampaging,2
rhino,2
sprayed,4
upended,1
sheltering,2
chandelier,22
Peskipiksi,1
Pesternomti,1
absolutely,28
relative,6
nip,5
?roared,12
handson,1
immobilizing,1
Freezing,4
.Hands,5
pixie,2
Rubbish,1
MUDBLOODS,2
MURMURS,1
dodging,11
memorized,3
thrill,11
?six,1
Hello,5
disasterous,1
malfunctioning,3
surpassing,1
squarely,11
creating,5
weekend,34
.Whassamatter,1
groggily,3
pinkandgold,1
crazed,2
enthusiasm,21
Yawning,1
